Donor,donorcountryid
Global Medic,Total DAC
Grand Circle Foundation,Total DAC
Grant Foundation,Total DAC
Gulf Coast Community Foundation of Venice,Total DAC
Haitian Health Foundation,Total DAC
Have It Your Way Foundation,Total DAC
Hewlett-Packard Company Foundation,Total DAC
Hillman Family Foundations,Total DAC
Hirondelle Radio Okapi,Total DAC
Home Depot Foundation,Total DAC
Horizon Foundation for New Jersey,Total DAC
Howard Buffet Foundation,Total DAC
Human Development Foundation,Total DAC
Human Rights House Foundation ,Total DAC
Humana Foundation,Total DAC
Ibon Foundation,Total DAC
Icelandic Church Aid,Total DAC
IICD - InterNational Institute for Communication and Development,Total DAC
Inasmuch Foundation,Total DAC
InterNational Dispensary Association,Total DAC
InterNational Foundation for Education and Self Help,Total DAC
InterNational Foundation for Election Systems,Total DAC
International Renaissance Foundation,Total DAC
J. Willard and Alice S. Marriott Foundation,Total DAC
Jiyan Foundation for Human Rights,Total DAC
John D. and Catherine T. MacArthur Foundation,Total DAC
John Deere Foundation,Total DAC
John S. and James L. Knight Foundation,Total DAC
Karl Kubel Foundation for Children's Families,Total DAC
Kenya Community Sports Foundation,Total DAC
Khalifa Bin Zyed Al Nehayan Foundation,Total DAC
Khalifa Foundation,Total DAC
Kinderdorf Pestalozzi,Total DAC
Kraft Foods Foundation,Total DAC
Kresge Foundation,Total DAC
Kroger Co. Foundation,Total DAC
Lance Armstrong Foundation,Total DAC
Latin American Benevolent Foundation,Total DAC
Leonardo DiCaprio Foundation,Total DAC
Limmatstiftung Zurich,Total DAC
LIONS CLUB,Total DAC
Lisa and Douglas Goldman Fund,Total DAC
Lloyd A. Fry Foundation,Total DAC
Maarouf Saad Social and Cultural Foundation,Total DAC
McGregor Fund,Total DAC
Metta Foundation,Total DAC
Minneapolis Foundation,Total DAC
Mobilink Foundation,Total DAC
MOJAZ Foundation,Total DAC
Nathan Cummings Foundation,Total DAC
National Foundation for Development and Human Rights,Total DAC
Nationwide Insurance Foundation,Total DAC
Near East Foundation,Total DAC
Newman Foundation,Total DAC
Ngazi Moja Foundation,Total DAC
Nippon Foundation,Total DAC
NiSource Charitable Foundation,Total DAC
Noor Al Hussein Foundation,Total DAC
Nordic InterNational Rescue Foundation,Total DAC
Norsk Fredssenter,Total DAC
Northfield Bank Foundation,Total DAC
Northland Foundation,Total DAC
Nurani Dunia,Total DAC
Nyein (Shalom) Foundation,Total DAC
Oklahoma City Community Foundation,Total DAC
Open Society Foundation,Total DAC
Open Society Institute,Total DAC
Oregon Community Foundation,Total DAC
Philippine Jesuit Foundation,Total DAC
Point of Peace,Total DAC
Prem Rawat Foundation,Total DAC
Prime Foundation,Total DAC
Public Welfare Foundation,Total DAC
Purpose Foundation,Total DAC
Qwest Foundation ,Total DAC
Raf-Thani Foundation,Total DAC
Real Medicine Foundation,Total DAC
Regence Foundation,Total DAC
Regnskogfondet,Total DAC
Relationships Foundation InterNational,Total DAC
Reynolds American Foundation,Total DAC
Richard and Susan Smith Family Foundation,Total DAC
Roddick Foundation,Total DAC
Roy A. Hunt Foundation,Total DAC
Ruedi Leuppi Stiftung Elfenbeinküste,Total DAC
Rufaid Health Foundation,Total DAC
Rufaida Health Foundation,Total DAC
Rural Development Foundation,Total DAC
SAF - Science and Arts Foundation,Total DAC
Saint Barbara Foundation,Total DAC
Samir Kassir Foundation,Total DAC
San Diego Foundation,Total DAC
Seattle Foundation,Total DAC
Sempra Energy Foundation,Total DAC
Sewa Lanka Foundation,Total DAC
Shifa Foundation,Total DAC
Silicon Valley Community Foundation,Total DAC
SKUPAJ,Total DAC
"Société Générale de Solidarité, S.A.",Total DAC
Solidarität Dritte Welt,Total DAC
Southern Company Charitable Foundations,Total DAC
St. Boniface Haiti Foundation,Total DAC
Starbucks Foundation ,Total DAC
Stiftelsen for en kritisk og uavhengig presse,Total DAC
Stiftelsen Oljeberget,Total DAC
"Stiftelsen Yme, prosjekt",Total DAC
Stiftung des deutschen Instituts für Katastrophenmedizin,Total DAC
Stiftung Deutsche Welthungerhilfe,Total DAC
Stiftung Kasipiti,Total DAC
Stiftung St. Barbara,Total DAC
Sungi Development Foundation,Total DAC
Suvannimit Foundation,Total DAC
Suwannimit Foundation,Total DAC
Swiss AIDS Care InterNational,Total DAC
Swisscontact,Total DAC
Taiwan Tzu-chi Foundation Malaysia,Total DAC
Tameer-e-Khalaq Foundation,Total DAC
Taraqee Foundation,Total DAC
TERMA FOUNDATION,Total DAC
Thai National AIDS Foundation,Total DAC
The Achelis Foundation,Total DAC
The Bodman Foundation,Total DAC
The Dui Hua Foundation,Total DAC
The Fund for Peace,Total DAC
The Pears Foundation,Total DAC
The Rafto Foundation,Total DAC
The Survivor Network Foundation and People with Disability,Total DAC
Thomson Foundation,Total DAC
Tomooh Association for Skills Development,Total DAC
Tompran Foundation,Total DAC
Trauma Care Foundation,Total DAC
Tzu Chi Foundation ,Total DAC
Union Bank Foundation,Total DAC
Verizon Foundation,Total DAC
VICINI and the INICIA Foundation,Total DAC
Vodafone Group Foundation,Total DAC
Voila Earthquake Relief Fund,Total DAC
W.K. Kellogg Foundation,Total DAC
Wegman Family Charitable Foundation,Total DAC
Winn-Dixie Foundation,Total DAC
World Rehabilitation Fund,Total DAC
World Research Foundation,Total DAC
Xcel Energy Foundation ,Total DAC
Yasska Foundation,Total DAC
Yele Haiti Foundation ,Total DAC
YME Foundation,Total DAC
Kulczyk foundations,Total DAC
Qwest Foundation,Total DAC
Central Minnesota Community Foundation,Total DAC
Xcel Energy Foundation,Total DAC
The Innocent Foundation,Total DAC
NoVo Foundation,Total DAC
Electric Aid,Total DAC
Kuwait Foundation for the Advancement of Science,Total DAC
Diana Tamari Sabbagh Foundation,Total DAC
Ole Kirk’s Foundation,Total DAC
UNICEF Brazil,Total DAC
Colombia Post-Conflict UN MPTF,Total DAC
International Programme for the Development of Communication,Total DAC
UNICEF National Committee/Malaysia,Total DAC
United Nations Mission in South Sudan,Total DAC
UNITED NATIONS - AFRICAN UNION HYBRID OPERATION IN DARFUR,Total DAC
UNICEF National Committee/Chile,Total DAC
International Fund for Agricultural Development,Total DAC
UNICEF National Committee/Mexico,Total DAC
Telefood Campaign,Total DAC
United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic,Total DAC
UNICEF National Committee/Austria,Total DAC
UNICEF National Committee/Belgium,Total DAC
UNICEF National Committee/Canada,Total DAC
UNICEF National Committee/Denmark,Total DAC
UNICEF National Committee/Czech Republic,Total DAC
UNICEF National Committee/Finland,Total DAC
UNICEF National Committee/France,Total DAC
UNICEF National Committee/Germany,Total DAC
UNICEF National Committee/Hong Kong,Total DAC
UNICEF National Committee/Hungary,Total DAC
UNICEF National Committee/Italy,Total DAC
UNICEF National Committee/Japan,Total DAC
UNICEF National Committee/Luxembourg,Total DAC
UNICEF National Committee/Netherlands,Total DAC
UNICEF National Committee/Norway,Total DAC
UNICEF National Committee/Portugal,Total DAC
UNICEF National Committee/Slovenia,Total DAC
UNICEF National Committee/Spain,Total DAC
UNICEF National Committee/Sweden,Total DAC
UNICEF National Committee/Switzerland,Total DAC
UNICEF National Committee/Turkey,Total DAC
UNICEF National Committee/United Kingdom,Total DAC
Arab Gulf Programme for United Nations Development Organizations,Total DAC
UNICEF National Committee/Ireland,Total DAC
Espana con ACNUR,Total DAC
UNICEF National Committee/Australia,Total DAC
UNICEF National Committee/Korea (Republic of),Total DAC
International Bank for Reconstruction & Development (World Bank),Total DAC
Co-ordinating Council Geneva,Total DAC
World Food Programme,Total DAC
Japan Association for UNHCR,Total DAC
UNICEF National Committees,Total DAC
United Nations Association in Canada,Total DAC
United Nations Population Fund,Total DAC
United Nations Development Programme,Total DAC
UNICEF National Committee/New Zealand,Total DAC
World Health Organization,Total DAC
United Nations High Commissioner for Refugees,Total DAC
Multinational Interim Force,Total DAC
UNICEF National Committee/Slovakia,Total DAC
UNICEF National Committee/Poland,Total DAC
Association Francaise de soutien a UNHCR,Total DAC
Australia for UNHCR,Total DAC
UNICEF National Committee/Iceland,Total DAC
UNICEF National Committee/Andorra,Total DAC
UNO-Flüchtlingshilfe e.V.,Total DAC
United Nations Children's Fund,Total DAC
Food & Agriculture Organization of the United Nations,Total DAC
Office for the Coordination of Humanitarian Affairs,Total DAC
UNICEF National Committee/Lithuania,Total DAC
UNICEF National Committee/Hellenic,Total DAC
UNICEF National Committee/Estonia,Total DAC
UNICEF National Committee/Oman,Total DAC
UNICEF National Committee/Latvia,Total DAC
Japan Association for WFP,Total DAC
Office of the High Commissioner for Human Rights,Total DAC
United Nations Foundation,Total DAC
"One UN Fund, EFW",Total DAC
American Friends of UNRWA,Total DAC
UNICEF National Committee/Israel,Total DAC
Three Millennium Development Goal Fund (3MDG),Total DAC
American National Committee for UNRWA,Total DAC
UN Women's Guild,Total DAC
Italian National Committee for UNRWA,Total DAC
Switzerland National Committee for UNRWA,Total DAC
UNICEF Croatia,Total DAC
United Nations Joint Programme on HIV/AIDS,Total DAC
United Nations Voluntary Trust Fund on Mine Action,Total DAC
United Nations Mine Action Service,Total DAC
Pan-American Health Organization (World Health Organization),Total DAC
United Nations Transitional Authority in East Timor,Total DAC
International Labour Organization,Total DAC
United Nations Environment Programme,Total DAC
Indonesian Farmers Funds,Total DAC
United Nations Volunteers Programme,Total DAC
"United Nations Educational, Scientific and Cultural Organization",Total DAC
Special Representative of the Secretary-General,Total DAC
"United Nations Mission in the DRC (Mission d'Observation des Nations Unies au Congo, MONUC)",Total DAC
United Nations Mission in Kosovo,Total DAC
UN Voluntary Trust Fund for Technical Cooperation,Total DAC
United Nations,Total DAC
United Nations Mission in Ethiopia and Eritrea,Total DAC
United Nations Disengagement Observer Force,Total DAC
United Nations Disaster Management Team,Total DAC
Oil for Food Programme,Total DAC
United Nations Relief and Works Agency for Palestine Refugees in the Near East,Total DAC
United Nations Industrial Development Organization,Total DAC
United Nations Mission of Support in East Timor,Total DAC
Iraq Trust Fund (OCHA),Total DAC
United Nations Fund for International Partnerships,Total DAC
United Nations Office on Drugs and Crime,Total DAC
Trust Fund for Human Security,Total DAC
United Nations Development Group Office,Total DAC
UNDP Administered Trust Fund,Total DAC
UN Trust Fund,Total DAC
UN Economic Commission for Latin America,Total DAC
United Nations Department of Peace-Keeping Operations,Total DAC
United Nations Human Settlements Programme (UN-HABITAT),Total DAC
International Maritime Organization,Total DAC
WFP Administered Trust Fund,Total DAC
UN Assistance Programme to Afghanistan,Total DAC
United Nations Department of Safety and Security,Total DAC
UN Human Security Trust Fund,Total DAC
International Telecommunications Union,Total DAC
UNRWA Spanish Committee,Total DAC
"Friends of  UNRWA Association, USA",Total DAC
United Nations assessed contributions,Total DAC
UNDG Iraq Trust Fund,Total DAC
WFP Immediate Response Account,Total DAC
UN Programme on HIV/AIDS,Total DAC
UNDG/EXECCOMM Secretariat,Total DAC
UN Peacebuilding Fund,Total DAC
United Nations Mission in Timor-Leste,Total DAC
United Nations Joint Logistics Centre,Total DAC
United Nations Office for Project Services,Total DAC
UN Stabilization and Recovery - DRC,Total DAC
United Nations Assistance Mission in Iraq,Total DAC
Office of the United Nations Special Coordinator for the Middle East Peace Process,Total DAC
United Nations Humanitarian Air Service,Total DAC
United Nations Economic and Social Commission for Asia and the Pacific,Total DAC
United Nations Advance Mission in Sudan,Total DAC
Livelihoods and Food Security Trust Fund,Total DAC
UN Women,Total DAC
UN Agencies,Total DAC
United Nations Capital Development Fund,Total DAC
Allocation of unearmarked funds by MINUSMA,Total DAC
Multi-Partner Trust Fund,Total DAC
Allocation of unearmarked funds by UNDEF,Total DAC
UN Action Against Sexual Violence in Conflict,Total DAC
United Nations Voluntary Fund for Victims of Torture,Total DAC
Mission de l'Organisation des Nations Unies pour la Stabilisation en RD Congo,Total DAC
UN Department of Economic and Social Affairs,Total DAC
Allocation  of unearmarked funds by UNDG/EXECCOMM Secretariat,Total DAC
Allocation from UNVTF/Mine Action,Total DAC
Allocation of unearmarked funds by DPKO,Total DAC
Allocation of unearmarked funds by FAO,Total DAC
Allocation of unearmarked funds by ILO,Total DAC
Allocation of unearmarked funds by OCHA,Total DAC
Allocation of unearmarked funds by OHCHR,Total DAC
Allocation of unearmarked funds by UN Women,Total DAC
Allocation of unearmarked funds by UNAIDS,Total DAC
Allocation of unearmarked funds by UNDP,Total DAC
Allocation of unearmarked funds by UNDP for UNDSS,Total DAC
Allocation of unearmarked funds by UNDSS,Total DAC
Allocation of unearmarked funds by UNEP,Total DAC
Allocation of unearmarked funds by UNESCAP,Total DAC
Allocation of unearmarked funds by UNESCO,Total DAC
Allocation of unearmarked funds by UNFPA,Total DAC
Allocation of unearmarked funds by UN-HABITAT,Total DAC
Allocation of unearmarked funds by UNHCR,Total DAC
Allocation of unearmarked funds by UNICEF,Total DAC
Allocation of unearmarked funds by UNIFIL,Total DAC
Allocation of unearmarked funds by UNMAS,Total DAC
Allocation of unearmarked funds by UNOPS,Total DAC
Allocation of unearmarked funds by UNV,Total DAC
Allocation of unearmarked funds by WFP,Total DAC
Allocation of unearmarked funds by WHO,Total DAC
Allocation of unearmarked funds by WMO,Total DAC
Arab Gulf Programme,Total DAC
Association Francaise de soutien a UNHCR ,Total DAC
Austria for UNHCR,Total DAC
Balancing entry of ERF/CHF allocations,Total DAC
Balancing record,Total DAC
Bureau des Nations Unies en Centrafrique (United Nations Peace-Building Support Office in CAR),Total DAC
Coordinating Action on Small Arms,Total DAC
Counter Narcotics Trust Fund (CNTF) Afghanistan,Total DAC
FAO/UNDP,Total DAC
FAO/WFP,Total DAC
Food Aid Liaison Unit/WFP,Total DAC
Geneva Forum,Total DAC
Global Alliance for Improved Nutrition,Total DAC
Global Compact,Total DAC
Global Fire Monitoring Centre,Total DAC
Human Rights Division of the United Nations Mission in Angola,Total DAC
Impact Health Organization,Total DAC
Integrated Regional Information Network,Total DAC
InterNational Fund for Agricultural Development ,Total DAC
InterNational Strategy for Disaster Reduction,Total DAC
"InterNational Strategy for Disaster Reduction, Africa",Total DAC
IOM / UNICEF / UNFPA,Total DAC
Millenium Project Hunger Task Force,Total DAC
MINUSTAH,Total DAC
MONUC,Total DAC
OCHA / IRIN,Total DAC
OCHA / ISDR,Total DAC
OCHA / REACT,Total DAC
OCHA/UNDP,Total DAC
OCHA/UNDP/ ISDR,Total DAC
OCHA/UNEP,Total DAC
Office of the Humanitarian Coordinator,Total DAC
Office of the Resident and Humanitarian Coordinator,Total DAC
Oficina Panamericana de la Salud ,Total DAC
ONUA - HRD,Total DAC
Panhealth Care Organization,Total DAC
Peace Building Fund,Total DAC
Peace Keeping Funds,Total DAC
Peacekeeping Forces,Total DAC
Relief and Recovery Unit - Zimbabwe,Total DAC
Resident Coordinators Support Office,Total DAC
SMU - Strategic Monitoring Unit (Afghanistan),Total DAC
Specially Designated Contributions (OCHA),Total DAC
Telefood Campaign ,Total DAC
U.N. Mission in the Central African Republic and Chad (MINURCAT),Total DAC
UN Agencies (details not yet provided) ,Total DAC
"UN Agencies, NGOs and/or Red Cross (details not yet provided)",Total DAC
